"omm_id","Date","Tmax","Tmin","Precip","Nub","Sunabs","Solrad"
87585,2012-04-19,28.8,16.1,0,2,8.2,NA
87585,2012-04-20,28.4,14.2,0,1,7.4,NA
87585,2012-04-21,22.3,11.6,0,0,8.9,NA
87585,2012-04-22,18.9,7.1,0,4,8.2,NA
87585,2012-04-23,18.3,11,0,4,7.8,NA
87585,2012-04-24,17.3,4,1.2,2,8.1,NA
87585,2012-04-25,13.8,8.3,0.5,7,0,NA
87585,2012-04-26,16.7,10.4,0,4,6.5,NA
87585,2012-04-27,17.4,6.2,1.6,3,6.7,NA
87585,2012-04-28,12.9,10.2,3,8,0,NA
87585,2012-04-29,14.5,7.1,0,7,0.3,NA
87585,2012-04-30,18.2,4.4,0,0,8.2,NA
87585,2012-05-01,19,10,0,4,8,NA
87585,2012-05-02,21.8,11.7,0,1,8.8,NA
87585,2012-05-03,22.3,13.4,0,1,9.3,NA
87585,2012-05-04,23.8,15.2,0,5,9,NA
87585,2012-05-05,24.7,12.7,0,4,9,NA
87585,2012-05-06,21.4,15.2,0,6,2.4,NA
87585,2012-05-07,24.6,16.4,0,7,5.1,NA
87585,2012-05-08,24.5,16.2,0,5,7.2,NA
87585,2012-05-09,22.5,16.5,33.2,6,1.6,NA
87585,2012-05-10,22.2,15.1,1.2,7,5.1,NA
87585,2012-05-11,20.8,11.1,0,4,7.5,NA
87585,2012-05-12,17.8,7.3,0,1,7.7,NA
87585,2012-05-13,19.2,5.6,0,1,7.4,NA
87585,2012-05-14,22.4,11.2,0,4,5.8,NA
87585,2012-05-15,21.4,10.3,0,2,7.8,NA
87585,2012-05-16,21.6,14.2,0,2,8.2,NA
87585,2012-05-17,22.7,14.9,0,1,8.4,NA
87585,2012-05-18,19.6,13.9,9.9,8,0,NA
87585,2012-05-19,17.3,12.1,0,8,0.3,NA
87585,2012-05-20,20.2,15.6,14.6,8,0.2,NA
87585,2012-05-21,17.8,13.7,34.9,8,0,NA
87585,2012-05-22,16.5,13.4,3.4,8,0,NA
87585,2012-05-23,16.9,14.4,0.4,8,0,NA
87585,2012-05-24,18.3,13.3,0,7,1.1,NA
87585,2012-05-25,19.9,13.5,0,6,1.5,NA
87585,2012-05-26,18,16.1,0,8,0,NA
87585,2012-05-27,19.5,16.3,0,8,0.9,NA
87585,2012-05-28,20.9,14.8,0,7,0.6,NA
87585,2012-05-29,24.4,16.7,0,4,7.5,NA
87585,2012-05-30,19,10.1,0,2,7.4,NA
87585,2012-05-31,17.9,7.3,0,3,5.4,NA
87585,2012-06-01,19.1,7.2,0,4,6.8,NA
87585,2012-06-02,22.5,14.1,0,3,7.6,NA
87585,2012-06-03,16.4,8,0,2,8.1,NA
87585,2012-06-04,11.4,6.3,0,6,0.2,NA
87585,2012-06-05,14.2,4.2,1.9,2,7.2,NA
87585,2012-06-06,10.2,2.2,0,5,5.8,NA
87585,2012-06-07,10.8,0.1,0,2,6.3,NA
87585,2012-06-08,15,2.6,0,0,7.3,NA
87585,2012-06-09,14.6,4.4,0,1,7.6,NA
87585,2012-06-10,17.5,3.3,0,4,4.9,NA
87585,2012-06-11,17.8,5.2,0,2,7.1,NA
87585,2012-06-12,16.2,12,0,5,0.2,NA
87585,2012-06-13,22.6,13.6,0,7,1.4,NA
87585,2012-06-14,20.6,13.6,1.9,6,6.4,NA
87585,2012-06-15,14,10.6,0.6,6,0,NA
87585,2012-06-16,10.8,4.2,0,5,6.4,NA
87585,2012-06-17,9.8,7.2,0.8,8,0,NA
87585,2012-06-18,12.4,7.4,0.1,8,0.6,NA
87585,2012-06-19,14.5,7.2,0,5,5.8,NA
87585,2012-06-20,17.8,6.8,0,3,7.9,NA
87585,2012-06-21,17.4,10.1,0,5,4.9,NA
87585,2012-06-22,20.4,6.2,0,2,8,NA
87585,2012-06-23,20.3,8.7,0,2,6.3,NA
87585,2012-06-24,19.8,10,0,1,7.6,NA
87585,2012-06-25,13.2,3.7,0,0,7.1,NA
87585,2012-06-26,18.2,7.7,0,0,7.7,NA
87585,2012-06-27,23.1,12.8,0,1,7.8,NA
87585,2012-06-28,20.4,13.2,2.4,8,0,NA
87585,2012-06-29,20,12.4,0,4,5.9,NA
87585,2012-06-30,16.9,12.1,0,8,0,NA
87585,2012-07-01,21.2,16.4,10.2,8,0.2,NA
87585,2012-07-02,18,8.2,0,8,0,NA
87585,2012-07-03,13.4,5.5,0,4,5.9,NA
87585,2012-07-04,10.2,5.8,8.3,7,0,NA
87585,2012-07-05,13.5,3,0,2,7.7,NA
87585,2012-07-06,13.4,2.8,0,4,6.5,NA
87585,2012-07-07,14.1,2,0,2,7.7,NA
87585,2012-07-08,16.2,4.6,0,1,7.8,NA
