Date,Tmax,Tmin,Precip,Sunabs,Nub,Solrad
1961-01-01,34.8,21.8,6.2,10.8,1,30.7305840486
1961-01-02,32.9,18.3,0,7,4,22.8595352732
1961-01-05,26,19.9,0,10.5,8,8.0385178983
1961-01-06,26,13,0,7.1,0,32.6564789617
1961-01-07,28.6,16.1,0,12,0,33.0751517689
1961-01-09,36.3,24.2,26.4,9.3,5,23.9480845719
1961-01-10,32.8,14.3,0,10.6,1,34.6242411555
1961-01-11,29.3,12.5,0,9.8,3,27.5905379946
1961-01-13,28,18.7,87.6,0,7,1.2141511409
1961-01-14,29.9,18.8,0,0,6,16.160770358
1961-01-16,29.2,22.4,22.8,2.5,6,10.6342893029
1961-01-18,28.7,16.3,8.7,10.8,0,31.107389575
1961-01-20,35.3,25,9.3,0,4,14.4860791292
1961-01-21,25,15.7,0,8.2,5,22.0640569395
1961-01-24,23.4,14,0,9.1,6,30.9399204522
1961-01-25,22.5,10.5,0,12,2,32.5308771195
1961-01-26,24.5,18,0,10.1,1,24.9110320285
1961-01-27,26.5,16.5,0,12.6,0,31.7772660666
1961-01-28,29,20.7,0,11.6,1,29.474565627
1961-01-29,31.5,22.3,0,11.5,1,26.5857232573
1961-01-30,33.2,21.8,17.3,12.3,4,27.1718651874
1961-01-31,30.2,19,14.3,0,8,2.4701695625
1961-02-01,25.5,17.2,30.8,3.4,8,14.6954155328
1961-02-02,27.7,15.8,0,10.9,3,18.7146744819
1961-02-03,31.4,20.6,0,12.7,1,26.2926522922
1961-02-04,32.6,21.4,0,11.3,3,25.3297048357
1961-02-05,30.5,18.3,0,10.4,3,24.534226502
1961-02-06,33.1,23.2,0,11,5,32.5308771195
1961-02-07,28,18.5,0,9.7,5,24.534226502
1961-02-08,28.4,16.8,0,12.6,0,28.3860163282
1961-02-09,29.8,18.8,1.7,12,2,25.9158467658
1961-02-10,26.2,18.5,30,2.4,4,5.0659409671
1961-02-11,32.5,13.7,0,11.8,0,23.487544484
1961-02-12,32.5,18.2,0,11.7,0,28.0092108018
1961-02-13,23.8,13.5,0,11.6,2,27.5486707138
1961-02-14,24.8,17,0,8.2,4,23.8643500105
1961-02-15,29,19.6,0,7.9,4,24.2830228177
1961-02-16,29.1,22,0,9.3,5,21.5616495709
1961-02-17,28.5,20.8,5.2,2.1,5,7.2849068453
1961-02-18,30.1,18.5,0,7.7,3,16.6631777266
1961-02-19,28.6,20.4,0,6.2,4,17.0818505338
1961-02-20,30.6,19.9,0,9.1,3,20.5149675529
1961-02-21,33.5,21.2,18.7,10.9,2,23.8224827297
1961-02-22,27.6,18,0.5,4.9,7,10.46682018
1961-02-23,24,12.6,0,11.3,1,26.2507850115
1961-02-24,28.4,18.6,0,10.9,4,23.9480845719
1961-02-25,26,18.5,1.8,5,5,12.9788570232
1961-02-26,22,11.5,0,5.5,5,20.4731002721
1961-02-27,23.7,12.4,0,10.9,1,26.3763868537
1961-02-28,18.5,14.8,8.4,0.6,8,3.5587188612
1961-03-01,27.5,16,0,10.9,2,25.58090852
1961-03-02,31.8,20.5,0.2,10.7,4,21.0592422022
1961-03-03,28.6,20,1,3.3,7,9.7132091271
1961-03-04,23.4,17.8,0,8.7,5,21.1429767637
1961-03-05,22,11.7,0,10.6,3,26.0833158886
1961-03-06,21.2,12.5,0,9.1,4,21.7709859745
1961-03-07,25.9,16.7,0,11.1,1,24.4504919405
1961-03-08,26.4,18.8,5.1,,5,11.4297676366
1961-03-09,30.7,19.9,0.9,8.3,5,19.5101528156
1961-03-10,30.9,22.5,0,,6,14.1092736027
1961-03-11,29.5,20.9,1.4,9.1,3,20.4312329914
1961-03-12,26.5,19.7,22.6,2.1,7,7.6617123718
1961-03-13,29.6,13.6,0,8.5,2,21.687251413
1961-03-14,27.9,17.8,0,2.9,5,10.927360268
1961-03-15,24.4,18.8,4.5,0.4,5,4.8566045635
1961-03-16,20.6,12.5,0,,6,9.7550764078
1961-03-17,24,7.6,0,,0,26.5019886958
1961-03-18,25.6,11.6,0,9.9,2,22.5245970274
1961-03-19,24.6,14.7,0,11,0,22.3571279045
1961-03-20,27.3,15.1,0,10.6,1,10.8854929872
1961-03-21,27,14.5,0,10.8,0,20.8917730793
1961-03-22,29.5,19.2,0,10.7,0,20.9755076408
1961-03-24,30.2,20.2,0,0.9,8,8.3315888633
1961-03-25,22.3,16.6,13.3,1.7,8,3.4749842998
1961-03-26,20,10.1,0,10.5,1,19.0496127277
1961-03-27,23.4,12.6,0,10.5,0,21.2267113251
1961-03-28,25.8,16.8,0,10.5,0,19.4682855349
1961-03-29,26.7,19.2,0,7.2,3,15.3652920243
1961-03-30,29.4,21.2,20,8.2,4,15.8258321122
1961-03-31,25.2,19,0,1,7,6.6568976345
1961-04-04,20.6,9.2,2.5,5.1,4,8.2059870211
1961-04-05,19.9,8.3,0,9.2,2,14.9884864978
1961-04-06,17.7,2.5,0,10.2,0,13.2719279883
1961-04-07,20.3,12.4,23.8,4.3,5,10.0900146535
1961-04-08,24.7,14,0,6.2,2,12.3927150932
1961-04-09,22.6,7,0,10.2,0,19.3845509734
1961-04-10,22.3,12,55,5.2,5,13.2719279883
1961-04-11,20.5,15,0,3,6,5.4427464936
1961-04-12,22.5,10.5,0,5,4,9.9225455307
1961-04-13,23.5,12.8,0,9.6,0,16.4957086037
1961-04-14,23.6,12.5,0,8.1,2,13.2719279883
1961-04-15,23.8,16.5,0,10,3,15.8676993929
1961-04-16,25.8,18.2,0,7.4,3,12.9788570232
1961-04-17,26,16.4,0,5.3,3,8.8339962319
1961-04-18,20.5,13.4,0,9,3,14.6116809713
1961-04-19,18,7.8,0,7.5,2,12.5183169353
1961-04-21,21.5,14,0,7,4,12.560184216
1961-04-22,20.7,13.5,0,4.6,4,9.0851999163
1961-04-23,18.8,10.2,2.4,4.8,4,8.5827925476
1961-04-24,18.3,3.6,0,9.8,0,15.8676993929
1961-04-25,19.6,7.6,0,6.6,3,12.0159095667
1961-04-26,24.4,7.5,0,8.3,2,13.7743353569
1961-04-27,16.8,4.6,0,8.1,4,9.5876072849
1961-05-04,24.6,13.4,0,9.4,0,13.1463261461
1961-05-05,23.5,15.8,0,6.5,3,10.0062800921
1961-05-06,24,16,15.7,1.9,7,5.987021143
1961-05-07,23.5,14.4,0,5.7,5,8.6246598283
1961-05-08,17.2,9.6,0,9.6,0,11.2622985137
1961-05-09,21.2,10.6,0,6.7,3,10.7598911451
1961-05-10,16,3.1,0,8.8,0,12.4764496546
1961-05-11,19.7,8,0,8.5,0,11.2622985137
1961-05-12,23.9,11.8,0,7.3,3,9.5876072849
1961-05-13,16.6,13.5,0.5,0,8,1.2560184216
1961-05-14,18.4,14.2,0.2,0.2,7,2.0514967553
1961-05-15,21,14.5,0,2.9,5,6.7406321959
1961-05-16,16.9,14.5,0,0,8,1.800293071
1961-05-17,19.9,14.1,0,4.7,6,4.9822064057
1961-05-18,15.4,11.4,0,0,8,2.3027004396
1961-05-19,15.2,2.8,0,8.7,0,10.0900146535
1961-05-20,17.2,1.6,0,9.2,0,9.0433326355
1961-05-21,20.1,7.5,0,9.3,1,11.2622985137
1961-05-22,19.7,10.3,0,9,3,11.220431233
1961-05-23,22.2,9.1,0,7.1,3,9.7969436885
1961-05-24,22.6,11.8,0,8.2,0,10.5086874607
1961-05-25,23.4,14.2,0,6.8,3,8.8758635127
1961-05-26,23,16.8,60.9,1.1,7,3.0981787733
1961-05-28,18,11.5,0.1,5,5,6.0707557044
1961-05-29,22.7,16.3,0,2.6,6,3.9773916684
1961-05-30,24.5,17.7,0,3.2,5,4.7728700021
1961-05-31,21.6,13.5,30.2,1.6,7,2.8051078082
1961-06-01,14.6,6.7,0,7.4,0,9.1689344777
1961-06-02,16.2,9.2,0,3.6,5,6.6150303538
1961-06-03,20.4,14.8,0,0,6,2.1352313167
1961-06-04,14.8,5.2,0,5.2,4,7.1593050031
1961-06-05,13.2,0,0,2.4,4,5.5264810551
1961-06-06,15.7,8.8,0.4,0,6,1.800293071
1961-06-07,22.3,16.3,4.8,0,8,0.8373456144
1961-06-08,21.6,11.2,0.2,2.6,7,3.3912497383
1961-06-09,11.2,6,0,0,6,2.7632405275
1961-06-10,9.8,1.9,0,4.6,7,5.6939501779
1961-06-11,9.4,-0.5,0,4.1,2,2.2189658782
1961-06-12,8.1,-1.4,0,3.7,4,6.7824994767
1961-06-13,8.5,-1.6,0,6.6,2,7.1593050031
1961-06-15,13,-1.8,0,6.3,0,10.4249528993
1961-06-16,15.5,1.3,0,6.3,0,9.5457400042
1961-06-17,14.9,5.5,0,7.5,0,8.8339962319
1961-06-18,15.8,5.4,0,7.6,1,10.1318819343
1961-06-19,13.5,1.8,0,3.8,4,6.6987649152
1961-06-20,12.3,7,0,3.8,6,5.3171446515
1961-06-21,19.3,3.4,0.1,7.7,2,9.2526690391
1961-06-22,13.5,11,0,0,6,1.0885492987
1961-06-23,15.8,8.8,0,1.7,4,2.4283022818
1961-06-24,21.5,13.4,0,4.3,3,6.1963575466
1961-06-25,20.9,13.7,0,4.5,3,4.5635335985
1961-06-26,25,16.3,0,5.8,7,6.9081013188
1961-06-27,22.5,13.4,8.1,0,8,0.5024073686
1961-06-28,13,5.5,0.1,5.1,5,5.6939501779
1961-06-29,13.7,2.1,0,4.8,4,6.8662340381
1961-06-30,12.8,10,23.7,0,8,1.2141511409
1961-07-01,13.5,9.3,0,0,8,1.2141511409
1961-07-02,15.3,6.7,0,8.1,4,11.0948293908
1961-07-03,17.5,3.7,0,8.3,1,10.927360268
1961-07-04,15.8,10,0.6,0,6,1.9258949131
1961-07-05,15.2,11.7,0.1,0,8,0.5861419301
1961-07-06,11.7,6.5,0.1,2.1,6,3.0981787733
1961-07-07,9.5,0.3,0,4.5,3,6.280092108
1961-07-08,9.6,-0.8,0,5.9,3,6.8243667574
1961-07-09,10.5,2.2,0,5.3,6,6.8243667574
1961-07-10,12.7,6.6,0,2.6,6,3.9355243877
1961-07-11,11.6,3.3,0,0.2,5,2.9725769311
1961-07-12,14.7,6.5,0,5.4,6,6.1544902659
1961-07-13,17,5.7,0,6,3,7.9129160561
1961-07-14,14.7,1.6,0,3.3,4,6.8243667574
1961-07-15,16.3,5.2,0,0.5,5,6.9081013188
1961-07-16,14.5,8,7.1,0,7,2.5539041239
1961-07-17,16.6,8.2,0,3.7,7,6.8662340381
1961-07-18,15.8,11.3,0,0.2,8,2.846975089
1961-07-19,22.8,15.4,39.9,5.9,6,6.1544902659
1961-07-20,21.1,13.1,0,0,8,1.8840276324
1961-07-22,18.3,3.6,0,4.7,4,7.326774126
1961-07-23,17.1,8.4,0,0.9,8,5.8614193008
1961-07-24,16.4,7.6,0,3.2,5,7.0755704417
1961-07-25,14,7.5,0,2.9,4,5.1915428093
1961-07-27,15,1,0,8.2,0,13.4812643919
1961-07-28,11.7,1.8,0,7.9,1,10.5924220222
1961-07-29,14.6,7.4,0,8.6,2,11.8065731631
1961-07-30,15.5,8.3,0,6.2,2,9.8806782499
1961-07-31,17.5,10,0,0,6,8.2478543019
1961-08-01,16.1,11.5,0,4.1,5,7.7454469332
1961-08-02,19.8,11,0,5.7,4,8.7083943898
1961-08-03,17.2,12.4,0,0,8,2.846975089
1961-08-04,19.6,11.3,0,8.3,5,8.3315888633
1961-08-05,27,14.2,0,3.7,3,9.9644128114
1961-08-06,20.4,13.9,0,0,5,7.033703161
1961-08-07,12,7.3,1,0.3,8,2.9307096504
1961-08-08,13.9,9.8,0,0,8,4.5216663178
1961-08-09,19.9,12.8,0,0.9,8,4.7728700021
1961-08-10,16.3,13.6,0,0.6,8,2.3027004396
1961-08-11,16.6,9.6,0,6.1,5,13.020724304
1961-08-12,18.9,15.6,2.6,0.9,7,2.8051078082
1961-08-13,13.3,8.1,0,5.7,6,8.3315888633
1961-08-14,18.3,2.8,0,9.1,1,13.6906007955
1961-08-15,19.7,6.5,0,4.5,4,11.8065731631
1961-08-16,20.7,7,0,8.3,2,12.6020514968
1961-08-18,14.5,8.8,1.1,4.7,6,7.4523759682
1961-08-19,16.6,10.2,0,5,5,8.2897215826
1961-08-20,21,10.7,0,7.5,2,12.5183169353
1961-08-21,22.5,13,0,8.1,1,12.4764496546
1961-08-22,18.1,13.9,13.7,0.5,5,1.800293071
1961-08-23,19.7,4.4,1.1,8.4,3,16.453841323
1961-08-24,13.4,10.2,11.5,0.1,8,1.3816202638
1961-08-25,19.7,7,0,10,2,16.3282394808
1961-08-26,17.2,7.4,0,1,6,6.5731630731
1961-08-27,19.2,11.4,1.5,3.6,7,8.9595980741
1961-08-28,18.3,12.1,3.5,8.4,6,14.9047519364
1961-08-29,19.9,12.9,0,1.6,8,4.4797990371
1961-08-30,16,6.7,0,7.8,6,12.9788570232
1961-08-31,15.7,4.4,0,5.3,5,11.7228386016
1961-09-02,20.5,14,0,0.8,7,6.5731630731
1961-09-03,19.7,9.8,0,5.3,5,11.0948293908
1961-09-04,18.6,3,0,10.6,0,19.2170818505
1961-09-05,19.5,3.3,0,10.4,0,20.0125601842
1961-09-06,20.5,8.8,0,8.6,2,17.207452376
1961-09-07,14.8,7.4,0,8.8,6,12.8951224618
1961-09-08,15.7,4,0,9.2,0,16.9981159724
1961-09-09,19.5,7.1,0,7.3,4,15.9514339544
1961-09-10,20,9.5,0,4.2,5,12.4764496546
1961-09-11,15,11.5,4.8,0,6,1.8421603517
1961-09-12,18.1,3.8,0,9.1,2,18.9240108855
1961-09-13,25.7,14.5,0,4.1,6,9.7550764078
1961-09-14,19.8,11.7,0,4.9,3,8.8339962319
1961-09-15,13,5.2,0.2,1.4,4,7.326774126
1961-09-16,15.7,9.2,0,3.5,5,11.8903077245
1961-09-17,17.8,8,0,6.1,3,18.3378689554
1961-09-18,20.9,6.8,0,7.1,1,20.4731002721
1961-09-20,24.5,12.8,0,10.7,2,21.1848440444
1961-09-21,17.5,9.5,0,6.2,7,16.160770358
1961-09-23,15.5,11.9,25.3,0.5,5,2.846975089
1961-09-24,20.8,7,0,10.6,3,22.1059242202
1961-09-25,28.6,15.2,0,9.8,3,18.4634707976
1961-09-26,23.2,12,1.8,9,4,21.0592422022
1961-09-27,21,12.1,0,3.1,7,8.8339962319
1961-09-28,16,5.2,0,10.5,3,22.3989951853
1961-09-29,19,5.6,0,8.1,2,23.3200753611
1961-09-30,24,10.1,0,7.3,1,25.9577140465
1961-10-01,26.6,12.9,0,,0,24.2830228177
1961-10-02,20.8,11.4,0,6.8,2,24.2830228177
1961-10-03,15.2,10,1.6,0.8,7,11.1366966716
1961-10-04,20.5,14.7,2.1,0,7,3.5168515805
1961-10-05,18.2,15.5,5.7,0,8,2.386435001
1961-10-06,20,11.6,0,7.4,6,16.1189030772
1961-10-07,20,12.7,0,5.4,6,14.7372828135
1961-10-08,20.9,15.8,38.1,1,6,11.7647058824
1961-10-09,21.4,16.3,0.9,1.8,8,6.1126229851
1961-10-11,23,16.3,0,1.8,8,11.6391040402
1961-10-12,26,16.3,0,9.6,4,25.1203684321
1961-10-13,23.2,13.1,0,8,5,21.8965878166
1961-10-14,23,13.6,0.7,6.3,5,16.746912288
1961-10-15,18.3,12.4,0.3,0,7,5.8195520201
1961-10-16,18.9,15.2,20.9,0,8,3.6424534227
1961-10-17,20.2,13.4,0.5,0,6,9.9644128114
1961-10-19,19,10.4,0.3,4.8,6,16.2445049194
1961-10-20,19,12.1,0,0.5,8,8.080385179
1961-10-21,19.5,9.1,0,5.7,6,13.6906007955
1961-10-23,22.5,12,0.5,,1,31.0655222943
1961-10-24,28.8,17,0,,5,27.674272556
1961-10-26,29.9,16.3,0,,0,29.1396273812
1961-10-27,31.8,16,0,12.1,2,28.9302909776
1961-10-28,30.5,19.2,0,,4,26.5019886958
1961-10-29,27.9,20,36.4,0,7,7.7035796525
1961-10-30,26.5,18.6,0.7,3.7,7,10.5505547415
1961-10-31,26.8,20.6,5.4,,7,18.6728072012
1961-11-03,28.7,19.4,19.7,11.4,4,20.3893657107
1961-11-04,25.8,11.4,0,2.2,6,12.6439187775
1961-11-05,19,5.9,0,13,1,30.8561858907
1961-11-08,21.6,12.9,35.8,9.2,5,24.827297467
1961-11-09,20.7,14.4,23.6,0.5,7,4.0192589491
1961-11-10,21.9,11.8,0,12.8,2,24.4923592213
1961-11-11,23.2,8.8,0,12.4,0,28.0510780825
1961-11-12,26.8,13.4,0,12.4,0,28.2604144861
1961-11-13,27.4,15.7,0,10,5,15.9933012351
1961-11-14,28.9,14,0,11.3,3,27.7161398367
1961-11-15,26.8,15.5,0,8.9,2,24.0736864141
1961-11-16,29.9,17.1,0,11.6,1,27.5486707138
1961-11-17,31.9,18,4.6,11.1,4,26.627590538
1961-11-18,23,16.2,7.7,1.2,8,10.0062800921
1961-11-19,23.6,17.9,0,3.4,7,12.6857860582
1961-11-20,23.9,14,0,10.8,0,26.7113250994
1961-11-21,28.5,16.5,0,10.7,2,25.6227758007
1961-11-22,28.1,15,0,11.8,1,28.2185472054
1961-11-23,29.5,18.4,0,3.3,5,15.6583629893
1961-11-24,29.3,17.4,0,5.1,5,19.5101528156
1961-11-25,29,20,0.1,4.7,5,16.6213104459
1961-11-26,34,18.1,0,10.5,2,29.6420347498
1961-11-27,31.8,20,3.9,0,5,21.4779150094
1961-11-28,28.8,18.4,0.6,9.2,3,18.2122671133
1961-11-29,27.7,18,19,6.8,6,16.9981159724
1961-11-30,25,18.4,0,1.8,7,14.1930081641
1961-12-01,28.2,17.8,0,11,4,28.2185472054
1961-12-02,28.2,17.3,0,11.5,0,31.6516642244
1961-12-03,24.1,14.6,0,9.8,3,29.3070965041
1961-12-04,28,18.2,0,11.7,2,30.8980531714
1961-12-05,30.3,21.4,0,12.2,0,32.6564789617
1961-12-06,31.6,21.7,0,9.9,2,28.0092108018
1961-12-07,32.8,22.3,20,8.2,5,26.9625287838
1961-12-08,29.2,13.7,10.2,0,8,2.5957714046
1961-12-09,21.5,12.8,0.1,2.2,8,12.1833786896
1961-12-10,24.5,14,0,8.8,3,22.6501988696
1961-12-11,31.8,17,0,11.8,1,30.1863093992
1961-12-12,26.7,15,0,12.1,0,31.9447351894
1961-12-13,31.5,19.2,0,12.7,0,32.0284697509
1961-12-14,32,22.4,0,10.3,3,30.7305840486
1961-12-15,27.8,19.6,45.9,0,6,4.4379317563
1961-12-16,23.4,18.8,37.7,0.2,7,4.2285953527
1961-12-17,29,16.1,0,11.5,2,29.9351057149
1961-12-18,30.5,21.3,4.7,4.8,7,38.5597655432
1961-12-19,22.6,18.7,18.8,0,7,3.9355243877
1961-12-20,24.5,13.4,0,10.1,3,33.3263554532
1961-12-21,25.3,14.7,0,12,0,33.7450282604
1961-12-22,31.1,18,0,10.9,2,29.4326983462
1961-12-23,25.4,14,0,11.1,3,28.5116181704
1961-12-24,30.6,13.5,0,11.4,0,34.4986393134
1961-12-25,24.6,13.3,0,10.8,1,30.8561858907
1961-12-26,29,19.2,0,4.6,2,24.4923592213
1961-12-27,32.5,22.5,2.6,5.1,6,20.9755076408
1961-12-28,26.2,16.7,0.5,4.8,5,19.1333472891
1961-12-29,22.6,13.7,0,10.7,1,27.5905379946
1961-12-30,25.5,16,0,6.8,3,27.381201591
1961-12-31,26,19,1.5,1.6,6,19.300816412
1962-01-01,28.7,19.6,0.2,4.2,4,13.0625915847
1962-01-03,27.9,10.8,0,12.1,1,32.614611681
1962-01-04,34,18.2,17.4,9,2,23.6968808876
1962-01-05,29,16.3,0,10.9,2,26.7950596609
1962-01-06,31.5,19.7,0,8.2,6,20.2218965878
1962-01-07,28.7,16,0,10.6,0,31.9866024702
1962-01-08,34.6,20.6,20.6,10.9,2,29.7257693113
1962-01-09,30,20,0,3.9,5,13.4393971112
1962-01-10,28.1,20,0,10.5,2,28.720954574
1962-01-11,24.7,20.8,0.1,2.1,7,7.2849068453
1962-01-12,29,19,10,9.1,4,26.2507850115
1962-01-14,21.8,11.7,1.6,10.7,2,25.9158467658
1962-01-15,27,8.7,0,12.3,1,32.5308771195
1962-01-16,28.8,16,0,11.6,0,31.861000628
1962-01-17,30.7,18.6,0,11.7,0,30.3956458028
1962-01-18,33,17.2,0,10,0,26.7950596609
1962-01-19,25.4,15.7,0,11.5,2,26.9625287838
1962-01-20,28.5,19,0,11.6,2,29.8095038727
1962-01-21,31.8,21.7,0,11.8,1,31.1911241365
1962-01-22,33,20.4,17.5,5,7,14.6954155328
1962-01-23,31.2,18.5,4.8,6.2,5,21.1429767637
1962-01-24,26,15.3,0,10.1,3,28.0510780825
1962-01-25,26,13.6,0,11.8,0,28.6372200126
1962-01-26,26.6,18.3,0,12.1,0,29.9351057149
1962-01-27,29.7,20.4,0,11,4,26.4601214151
1962-01-28,30.2,22,0,12.3,2,28.2185472054
1962-01-29,30.3,21.9,0,12.4,1,28.9302909776
1962-01-30,29.2,21.6,0,11.8,1,29.5164329077
1962-01-31,29.4,21.1,0,9.9,5,27.0881306259
1962-02-01,28.7,21.2,0,10.1,4,25.1622357128
1962-02-02,31.5,21.2,0,12,3,29.5583001884
1962-02-03,30.2,21.5,0,11.9,0,28.427883609
1962-02-04,28.4,18.6,0,7.9,4,19.6357546577
1962-02-05,28.1,18.8,0,12.1,1,28.1766799246
1962-02-06,26.8,17.4,0,11.1,3,26.4182541344
1962-02-08,26.6,15,0,11.2,2,26.5857232573
1962-02-09,28,17.5,0,11.4,2,28.3441490475
1962-02-10,29.5,20.1,0,10.9,1,28.2604144861
1962-02-11,30.9,22,0,5.4,6,21.3104458865
1962-02-12,34,20.1,0,10.3,2,24.9528993092
1962-02-13,33.6,23.2,0,4,5,16.9143814109
1962-02-14,30.7,17.8,0,1.1,3,15.1559556207
1962-02-15,30.4,19.3,0,9.5,2,23.1526062382
1962-02-16,36.3,20,59,11.9,2,26.0414486079
1962-02-17,29.4,19.1,0,5.7,6,13.6906007955
1962-02-18,22.1,10.8,0,12,2,23.5712790454
1962-02-19,28,11.7,0,13,0,26.8369269416
1962-02-21,32.2,19.4,16,5.9,6,17.793594306
1962-02-22,26.2,14.1,0,10.7,2,24.7854301863
1962-02-23,25.6,14.7,0,8.4,4,20.7243039565
1962-02-24,25.9,10.5,0,12.5,0,26.5857232573
1962-02-25,27.1,9.7,0,12.4,0,25.5390412393
1962-02-26,27,12.8,0,12.2,0,27.0043960645
1962-02-27,27,18,0,10.5,2,23.5712790454
1962-02-28,26.6,19.7,0,4,6,14.5279464099
1962-03-01,27.5,19,0,10.6,2,23.0270043961
1962-03-02,28.8,20.2,0,10.4,0,22.9432698346
1962-03-03,28.4,21,1.7,1.4,5,10.6342893029
1962-03-04,29.6,21.1,0.2,4,5,12.8951224618
1962-03-05,33.5,18.5,0,12.1,1,24.3248900984
1962-03-06,37.5,19,0,11.4,0,25.287837555
1962-03-07,29,20.8,0,11,1,23.3200753611
1962-03-08,32.6,20.1,12.1,9.3,4,20.2218965878
1962-03-09,29.2,19.9,0.2,1.3,7,8.5409252669
1962-03-10,26.3,14.1,0,10.7,2,22.5664643081
1962-03-11,28,16.5,0,7.5,4,18.2122671133
1962-03-12,24.5,14.8,0,10.5,2,18.6309399205
1962-03-13,27,17.5,0,9.6,3,20.8499057986
1962-03-14,26,18.5,0,5.1,3,16.8725141302
1962-03-15,26.2,18.5,0,10.7,2,22.6501988696
1962-03-16,27.5,18.9,0,10.5,1,21.4360477287
1962-03-17,27.3,19,2.3,10.4,2,19.7613564999
1962-03-18,30,21.5,0,7.4,5,15.0722210592
1962-03-19,32,19.3,0,9.7,2,15.7420975508
1962-03-20,35.3,19.3,0,7.6,2,17.3330542181
1962-03-21,34.2,15,0,10.8,0,21.0592422022
1962-03-22,25.5,16,0,9.7,0,19.7613564999
1962-03-23,31.3,17.5,0,10.4,0,20.5149675529
1962-03-24,31.7,20.7,2.6,9,2,19.3845509734
1962-03-25,26,20.2,0.2,2.8,6,7.4942432489
1962-03-26,29,19.5,0,4.1,5,12.0996441281
1962-03-27,27.2,20.2,2.9,2.6,7,9.0851999163
1962-03-28,28.5,20.3,3,3.6,5,9.6294745656
1962-03-29,33.5,15.8,0,10.4,1,18.7565417626
1962-03-30,31,17,0,10.5,0,19.0496127277
1962-03-31,26,22.7,36.5,0,8,3.1819133347
1962-04-02,20.2,10,0,10.6,1,17.0399832531
1962-04-03,20.2,6.5,0,10.7,2,18.254134394
1962-04-04,20,14.2,0,1.9,8,11.0110948294
1962-04-05,21.7,18,0,0,8,4.6891354407
1962-04-06,23.6,15.5,108.5,5.8,6,10.2156164957
1962-04-07,21.4,16.8,48.8,0.8,8,2.3445677203
1962-04-08,21.4,11.8,0,7.4,5,14.2348754448
1962-04-09,23.3,7.8,0,10.8,0,17.3749214988
1962-04-10,25.7,12.6,0,11,1,16.5794431652
1962-04-11,25.1,12.3,0,10.2,2,17.1655850952
1962-04-12,26.7,13.8,0,9.7,4,15.6164957086
1962-04-13,21,11.8,0,8.7,3,15.11408834
1962-04-14,20.7,14.8,14.9,0,7,4.4797990371
1962-04-15,20.5,10.5,0,9.8,2,15.7839648315
1962-04-16,20,9.2,0,10.2,0,14.1092736027
1962-04-17,21.2,13.8,0,7.8,2,13.6487335148
1962-04-18,23.5,16.2,0,9.1,4,15.1978229014
1962-04-19,26,17.2,0,9.2,4,13.9836717605
1962-04-20,25,15.3,0,10.4,0,14.653548252
1962-04-21,23,17.4,0,0.1,6,4.5216663178
1962-04-22,18.4,10.3,0,9.5,3,14.1930081641
1962-04-23,18.2,7.3,0,10.1,1,13.5231316726
1962-04-24,18.7,7.3,0,8.2,4,12.6439187775
1962-04-25,18.2,11.4,0,5.3,7,8.0385178983
1962-04-26,15.8,5.1,0,8.8,2,11.8903077245
1962-04-27,18.7,3,0,8.7,0,14.7791500942
1962-04-28,20.1,6,0,9.5,1,14.067406322
1962-04-29,19.5,8.9,0,6.4,4,12.0159095667
1962-04-30,24,8.9,0,9.1,0,13.0625915847
1962-05-01,22.7,12.2,5.3,6.7,5,10.0900146535
1962-05-02,20.2,11.9,0,7.7,3,12.8951224618
1962-05-03,21.3,4.9,0,8.4,2,11.8903077245
1962-05-04,25.2,6,0,8.7,3,14.4023445677
1962-05-05,23.4,7.6,0,9.1,0,13.1044588654
1962-05-06,15.2,5.3,0,9.2,2,12.0996441281
1962-05-07,15,3.4,0,8.8,3,11.1785639523
1962-05-08,17.6,11.1,0,6.3,4,10.1318819343
1962-05-10,21.5,10.7,0,0.8,4,7.4105086875
1962-05-11,24.5,8.6,0,7.8,4,10.927360268
1962-05-12,27.9,12.5,0,9.6,1,11.513502198
1962-05-13,23.9,11.4,0,9.5,1,12.0159095667
1962-05-14,24.6,14.8,0,9.3,3,10.9692275487
1962-05-15,21.2,11.2,3,0,8,1.8421603517
1962-05-16,18.5,8.9,0,7.1,4,10.46682018
1962-05-17,16,4.9,0,9.1,0,11.8484404438
1962-05-18,19.6,2,0,8.8,0,11.8484404438
1962-05-20,20,9,0,5.8,6,8.5827925476
1962-05-21,17.1,9.5,0.8,0,7,1.4234875445
1962-05-22,18.3,8.9,0,6,7,8.4990579862
1962-05-23,21,7,0,7.4,3,9.7550764078
1962-05-24,22,8.2,0,7.6,2,9.9644128114
1962-05-25,18,7.2,0,3.3,4,6.2382248273
1962-05-26,14.5,10.4,0,0,7,2.5539041239
1962-05-27,14.8,8.3,0,1.8,8,5.1496755286
1962-05-28,10.5,2.1,0,5.6,2,7.8710487754
1962-05-29,11.3,-0.1,0,7.3,2,9.3782708813
1962-05-30,10.3,0.7,0,6,6,7.0755704417
1962-06-02,15.6,2.8,0,7.4,2,9.8388109692
1962-06-03,20.3,4.6,0,6.9,0,9.6294745656
1962-06-04,21,5.6,0,6.9,3,9.2108017584
1962-06-05,19.8,5.5,0,7.3,0,9.7132091271
1962-06-06,19.2,4.2,0,7.5,0,10.173749215
1962-06-07,18.5,4,0,7.4,0,7.5361105296
