Date,Tmax,Tmin,Precip,Sunabs,Nub,Solrad
1976-12-28,27.1,13,0,12.3,1,31.4841951015
1976-12-29,29.1,19,0,12.4,0,32.8239480846
1976-12-30,31.1,21.7,0.7,12.4,2,28.9302909776
1977-01-02,25.7,18.6,12.7,0.8,6,30.2281766799
1977-01-03,27.7,17.6,0,9.8,4,16.6213104459
1977-01-04,26.7,19.4,13,10.4,6,28.3860163282
1977-01-06,31.5,20.5,0,12.3,2,28.0510780825
1977-01-07,31.3,24,0,12.5,0,31.9028679087
1977-01-08,34.9,23.7,0,12.1,1,25.1203684321
1977-01-09,34.2,27.6,18.5,11.4,3,23.0688716768
1977-01-10,31.2,20.6,0,3.4,6,13.6487335148
1977-01-11,32.2,22.5,7,11.2,2,28.0929453632
1977-01-12,29.5,20.5,0,7.5,7,20.8917730793
1977-01-13,26.7,18.8,0,12.2,4,29.0977601005
1977-01-14,30.1,22.6,0,6.9,5,17.7098597446
1977-01-15,30.6,25.1,0,3.6,8,12.9369897425
1977-01-16,30,25.2,0,4.2,6,13.5231316726
1977-01-17,30.2,25,0,8.4,5,20.0125601842
1977-01-18,31.2,24.6,0,10.8,5,24.1155536948
1977-01-19,28.6,24,7.4,2.2,6,12.3089805317
1977-01-20,30,23.5,0,11.1,4,27.7161398367
1977-01-21,30,21.9,17.1,5.2,5,23.3200753611
1977-01-22,31.6,21.4,0,11.9,7,6.5731630731
1977-01-23,29.4,20.8,25.9,2.8,7,20.3056311493
1977-01-24,27.5,19.6,0,7.9,6,18.3797362361
1977-01-25,26.2,15.9,0,11.5,0,25.7065103622
1977-01-26,30.1,18,0,11.8,1,24.4504919405
1977-01-27,32.4,22.8,0,12.1,1,24.3667573791
1977-01-28,30.7,23.5,0,6,3,15.0303537785
1977-01-29,28.4,19.8,0,10.3,5,21.0592422022
1977-01-31,22.2,14.4,18.6,3.6,6,8.8758635127
1977-02-01,19.6,16.7,43.3,0.7,7,3.9773916684
1977-02-02,26.4,13.9,0,11.7,1,28.5116181704
1977-02-03,29.8,16.4,0,12.4,1,29.4326983462
1977-02-04,27,18.4,0.7,8,5,19.593887377
1977-02-05,29.5,21,0,12.1,1,23.6550136069
1977-02-06,30.6,20.4,0,13,2,28.3022817668
1977-02-07,31.1,20,40,8.2,4,23.0270043961
1977-02-08,30.5,20.1,0,8.4,6,19.9288256228
1977-02-09,26,20.2,8.9,1.5,6,8.080385179
1977-02-10,25.2,15.9,5.2,9.2,6,21.9384550973
1977-02-11,22.4,13.5,0.3,8.6,5,21.1011094829
1977-02-12,24.7,13.7,0.1,12.8,1,28.5534854511
1977-02-13,25.7,21.3,74.1,1.1,8,8.4571907055
1977-02-14,25,17,0,11.8,3,27.0043960645
1977-02-15,24,19,0.5,0,6,6.6150303538
1977-02-16,33.6,21.6,28,4.7,6,10.6342893029
1977-02-17,27,19.2,0,8.4,6,17.7098597446
1977-02-18,27,19.6,0,12.5,1,26.2507850115
1977-02-19,28.4,22.2,0,3.6,5,7.9547833368
1977-02-20,31.8,21.8,24.5,7.9,5,12.2252459703
1977-02-21,23.7,21.8,18.2,0,8,2.8888423697
1977-02-22,26,20.4,0,0,6,8.9595980741
1977-02-23,27,22.3,15.5,3.3,7,10.3412183379
1977-02-24,25.3,22.1,3,0,6,3.0981787733
1977-02-25,28.3,20.4,0,7.4,4,13.8580699184
1977-02-26,27,18.1,0,11.8,3,14.6954155328
1977-02-27,30.5,22.6,13.6,8.5,5,16.6213104459
1977-02-28,22.6,15.2,0,8.1,7,18.6309399205
1977-03-01,21.9,9.7,0,12.5,0,26.3763868537
1977-03-02,23,10.8,0,11.8,1,27.0462633452
1977-03-03,25.9,13.9,0,12,0,25.6646430814
1977-03-04,27.4,18.7,0,12.2,0,24.6598283441
1977-03-05,24.9,19.5,19.4,2.9,5,6.6987649152
1977-03-06,30.5,21.6,26.8,8.9,4,14.2767427256
1977-03-07,27.6,19.5,0.4,1.4,8,2.846975089
1977-03-08,22,17.3,0.4,0.8,8,5.6520828972
1977-03-09,25.5,20,27.5,1.5,8,6.4894285116
1977-03-10,24.3,16.7,0,12.3,2,22.8595352732
1977-03-11,23.3,12.7,0,11.7,1,22.3571279045
1977-03-12,21.9,16.4,3.7,1.6,7,8.3315888633
1977-03-13,24.5,14.7,0,3.8,5,9.7132091271
1977-03-14,27,15,0,8.5,4,15.1559556207
1977-03-15,30.5,20.3,0,11.4,2,18.6309399205
1977-03-16,32.2,21.9,0,11.3,1,16.9143814109
1977-03-17,30.7,18.9,0,11.1,1,17.7098597446
1977-03-18,29.1,20,0,1.7,4,11.0529621101
1977-03-19,29.6,19,0,10.9,2,18.5053380783
1977-03-20,25.8,19.9,0,10.9,1,18.9240108855
1977-03-21,27.2,20.3,0,4,4,6.8662340381
1977-03-22,28.5,20.1,0,6.1,5,12.0996441281
1977-03-23,24,16.8,0,9.3,6,17.9191961482
1977-03-24,25,15.3,0,10.8,1,16.3282394808
1977-03-25,29.3,16.7,0,10.9,1,14.9047519364
1977-03-26,31.6,20.5,4.2,11.1,2,14.1511408834
1977-03-27,29.7,21.5,0.3,7.4,7,13.7743353569
1977-03-28,21.5,14.2,0,11.2,3,18.5890726397
1977-03-29,18.6,9.6,0,0.2,6,5.5264810551
1977-03-30,17.1,10.2,0,3.1,6,10.173749215
1977-03-31,19.8,5.9,0,10.4,0,17.2911869374
1977-04-01,19.4,6.6,0,10.7,0,18.6309399205
1977-04-02,21.3,7.9,0,9.4,1,18.6728072012
1977-04-03,23.2,10.6,0,11.1,0,19.6776219385
1977-04-04,25.5,11,0,9.3,2,14.0255390412
1977-04-05,21.1,12.4,0,7.5,3,14.360477287
1977-04-06,20.8,15,0,9.4,5,17.1237178145
1977-04-07,18.6,16.4,5,0,8,3.6424534227
1977-04-08,17.9,14.5,6.1,0,8,2.2608331589
1977-04-09,15.8,8.1,0,4.7,7,11.0948293908
1977-04-10,19.3,7.9,0,2.5,4,6.8662340381
1977-04-11,24.6,9.6,0,8,4,15.8258321122
1977-04-12,23.3,14.5,0,4.6,7,10.6342893029
1977-04-13,25.2,14.9,0,2.7,6,9.0014653548
1977-04-14,24.8,11.5,0,5.2,4,10.8854929872
1977-04-15,25.4,14.3,0,6.3,5,9.7969436885
1977-04-16,21,15.9,0,8,5,11.974042286
1977-04-17,24.2,14,0,7.9,4,9.2526690391
1977-04-18,24.8,11.5,0,10,1,14.7372828135
1977-04-19,24.5,11.6,0,10.4,1,15.7839648315
1977-04-20,25,15.3,0,10.3,1,15.6164957086
1977-04-22,26.2,16,0,10.2,0,13.8999371991
1977-04-23,25.8,13.4,0,10.2,0,12.8532551811
1977-04-24,25,18.3,0,7.8,4,10.3830856186
1977-04-25,26,14.2,0,9.5,2,9.2526690391
1977-04-26,26.5,14.6,0,9.5,5,12.6439187775
1977-04-27,28.5,15.9,0,9.9,1,11.3041657944
1977-04-28,27,16.5,0,10.2,0,12.4345823739
1977-04-30,29,14.6,12.9,9.8,3,11.1785639523
1977-05-01,15.5,11.8,0,0,8,4.1029935106
1977-05-02,21.1,6.3,0,10.1,0,12.3089805317
1977-05-03,19.5,11.4,0,8.5,4,11.6809713209
1977-05-04,20.7,15,13.7,0,8,2.4283022818
1977-05-05,18,10.8,0,1,8,5.7358174587
1977-05-06,17.2,9.5,21.6,0.8,8,5.2752773707
1977-05-07,16,13.4,25.6,0,8,1.5909566674
1977-05-08,18.2,9,14.6,1.7,6,5.3590119322
1977-05-09,17.4,9,0,7,4,7.4942432489
1977-05-10,18.4,4.2,0,8,5,12.3089805317
1977-05-11,23.5,11.1,0,8.7,4,10.0481473728
1977-05-12,23,11.1,0,6.1,4,8.5409252669
1977-05-13,24.8,14.4,0,8.4,4,9.3364036006
1977-05-14,16.9,7.2,0,7.7,2,9.3782708813
1977-05-15,14.3,7,0,7.1,4,8.9177307934
1977-05-16,12.7,4.4,0,7.4,2,9.0851999163
1977-05-17,14.9,1.7,0,6.4,3,0.9629474566
1977-05-18,18,6.4,0,8.3,2,11.1366966716
1977-05-19,19,4.4,0,7.8,0,10.0062800921
1977-05-20,16,6,0,7.4,2,9.5876072849
1977-05-21,15,9.6,2.6,1.3,7,4.1448607913
1977-05-22,13.5,6.6,0,4.5,5,7.9547833368
1977-05-23,15.5,4.1,0,7.5,4,9.127067197
1977-05-24,17.6,9.6,0.6,8.3,2,9.420138162
1977-05-25,15,12.4,6.6,0,8,2.0514967553
1977-05-26,16,9.5,0,2,6,5.23341009
1977-05-27,18.4,8.3,0,6.5,3,8.1641197404
1977-05-28,20,12.5,0,5.8,4,9.9644128114
1977-05-29,17.9,3.2,0,8.1,2,7.1174377224
1977-05-30,18,5,0,8.1,2,10.0062800921
1977-05-31,18.7,8.4,0,7.7,4,9.3364036006
1977-06-01,18.4,7.1,0,7.4,6,9.0014653548
1977-06-02,18.5,9.3,0,8.2,3,9.0014653548
1977-06-03,18,15,0,0,8,2.7213732468
1977-06-04,19.4,14.1,0,1.5,9,2.7213732468
1977-06-05,17.1,13.4,13.7,0,8,1.0885492987
1977-06-06,15.9,12.6,0.3,0.2,8,2.7213732468
1977-06-07,16.8,13.7,0,0.4,8,2.9725769311
1977-06-08,17.6,13,0,0.3,8,3.5587188612
1977-06-09,20.7,15.1,0,0.4,8,2.7632405275
1977-06-10,18.7,9.8,0,6.3,2,6.7824994767
1977-06-11,15.5,5.2,0,7.2,5,8.4990579862
1977-06-12,21.4,10,0,7.3,6,8.6665271091
1977-06-13,22.1,10.7,0,7.8,0,7.9129160561
1977-06-14,20.6,13.6,0.8,7.5,4,7.7454469332
1977-06-15,17.6,9.6,0,8.3,3,8.7083943898
1977-06-16,17.5,4.6,0,7.4,2,8.4571907055
1977-06-17,18.6,10.4,0,2.9,5,3.9355243877
1977-06-18,15.8,7.5,0,2.8,5,4.3541971949
1977-06-19,11.7,4.5,0,0.2,8,4.4797990371
1977-06-20,10.7,6.9,12.4,0,8,2.0096294746
1977-06-21,10.2,5.3,0,6.2,5,7.4523759682
1977-06-22,10,0.7,0,6.4,4,6.9918358803
1977-06-23,9.6,2.7,8.4,0,8,2.3445677203
1977-06-24,8.1,5.8,5.4,0,8,1.7165585095
1977-06-25,8.2,6,0,0,8,0.7954783337
1977-06-26,12.1,5.6,0,7.1,4,7.3686414067
1977-06-27,16.6,7.6,0,7.4,2,7.4942432489
1977-06-28,15.7,4,0,7.7,0,8.5827925476
1977-06-29,15.4,10.5,0.4,0,6,1.5490893866
1977-06-30,22.2,15.4,0.3,0,8,4.8566045635
1977-07-01,19,14.1,0,7.5,3,7.6198450911
1977-07-02,25.2,13,0.2,5.7,5,6.7406321959
1977-07-03,16,6.9,0,5.6,3,8.080385179
1977-07-04,12,3.8,0,0.5,4,3.6424534227
1977-07-05,12.7,5.6,0.2,0.3,8,5.1078082479
1977-07-06,14.9,9.1,0,0.4,7,4.0611262299
1977-07-07,17.5,5.8,0,7.2,1,8.8758635127
1977-07-08,13.5,7,0.4,4.3,3,5.23341009
1977-07-09,15.8,10.3,0,1.5,8,4.4797990371
1977-07-10,19.6,12.6,0,2.9,6,5.0659409671
1977-07-11,18.9,15,0,0,8,2.1352313167
1977-07-12,17.7,9.2,2.7,0,8,0.753611053
1977-07-13,13.7,6.6,8.1,0.9,8,3.6005861419
1977-07-15,13.5,4.2,0,4.8,5,7.7454469332
1977-07-16,12.8,0.8,0,8.4,3,9.7550764078
1977-07-17,17,4.9,0,8.3,1,9.6713418463
1977-07-18,14.7,2.3,0,8.4,1,9.7550764078
1977-07-19,13.2,4,0,3.7,4,7.7454469332
1977-07-20,12.3,10,0.1,0,8,1.5072221059
1977-07-21,14.4,11.1,0.6,0,8,0.9210801758
1977-07-22,13.7,9,4.4,1.6,8,3.9355243877
1977-07-23,15.2,10,0.2,2.3,6,4.7310027214
1977-07-24,16,6,0,8.4,1,9.7132091271
1977-07-25,19.5,10.1,0,7.1,6,9.0851999163
1977-07-26,17,7.5,0,6.3,7,9.0851999163
1977-07-27,13.3,9.2,0,0,8,1.800293071
1977-07-28,17.5,10.7,0.4,4.2,6,5.4427464936
1977-07-29,18.3,13.4,3.7,0,8,1.6746912288
1977-07-30,13.6,6.4,0,0,7,6.7406321959
1977-07-31,16.6,2.4,0,9.4,0,10.2993510571
1977-08-01,17,6,0,9.4,3,10.0900146535
1977-08-02,12.2,0.4,0,8.8,3,11.3460330752
1977-08-03,14.9,8.3,0,8.3,1,11.9321750052
1977-08-04,16.2,4.8,0,8.3,1,11.2622985137
1977-08-05,13.2,6.4,7.5,2.4,7,4.8566045635
1977-08-06,13.4,11.5,12.8,0,8,0.6280092108
1977-08-07,17,11.8,2.4,3.8,8,9.5457400042
1977-08-08,15.6,12,0,1.8,8,7.7035796525
1977-08-09,14.7,10,0,6.3,6,10.0900146535
1977-08-10,14.4,10.4,21.4,0,8,3.0563114926
1977-08-11,13.4,12.1,7.9,0,8,1.8421603517
1977-08-12,14.3,9.2,0,3.4,5,6.0288884237
1977-08-13,13.1,3.6,0,8,1,11.3460330752
1977-08-14,15.5,3.5,0,9.3,1,12.8951224618
1977-08-15,16.1,2.8,0,9.5,0,9.8806782499
1977-08-16,17.5,3,0,8.8,1,11.974042286
1977-08-17,17.5,4,0,10.2,0,13.0625915847
1977-08-18,15.3,6.5,0,8.4,2,13.1463261461
1977-08-19,21.8,9.4,0,10.1,2,13.0625915847
1977-08-20,19.3,11,0,9.7,2,13.8999371991
1977-08-21,19.3,10,0,9.1,2,12.8951224618
1977-08-22,20.9,8.7,0,7.8,2,12.8113879004
1977-08-23,18.5,9.5,0,5.1,2,10.5505547415
1977-08-24,18.2,6.3,0,9.5,1,15.3652920243
1977-08-25,22.8,10.3,0,10.1,0,14.6116809713
1977-08-26,18.1,10.3,0,5.7,4,9.6713418463
1977-08-27,18.9,10.8,0,4.4,8,9.5876072849
1977-08-28,20.5,11.7,0,7.8,4,13.313795269
1977-08-29,21.7,12.5,0,10.1,2,15.5327611472
1977-08-30,18.8,14.6,8,2,5,3.6424534227
1977-08-31,14.9,6.3,0,10.6,1,15.6164957086
1977-09-01,14.5,1.6,0,10.5,0,16.4957086037
1977-09-02,19.2,6.2,0,10.4,3,17.6261251832
1977-09-03,20.2,8.1,0,10.2,2,16.4957086037
1977-09-04,21.9,12.4,0.9,6.4,6,12.3508478124
1977-09-05,18.5,11.6,0,7.9,3,13.2719279883
1977-09-06,19.5,13.8,0,3.6,4,9.9644128114
1977-09-07,18.4,13.2,0,4.7,5,10.6342893029
1977-09-08,26.5,13.8,3,10,3,15.1978229014
1977-09-09,22.5,15.1,0,0,8,4.8566045635
1977-09-11,14.4,12.3,23.7,0,8,0.4186728072
1977-09-12,13.7,11.4,25.8,0,8,0.5442746494
1977-09-13,15.1,12.3,2.8,0.1,8,2.7632405275
1977-09-14,18,9.9,0,9.6,6,16.1189030772
1977-09-15,16.6,13.8,8.1,0,8,2.2189658782
1977-09-16,17.4,11.9,0,3.8,7,11.8903077245
1977-09-17,20,10.7,0,7.5,4,13.606866234
1977-09-18,21.6,7.3,0,9.8,1,16.746912288
1977-09-19,20.5,9.8,2.7,8.8,2,18.2122671133
1977-09-20,22.5,14.6,1.3,7.6,7,10.3412183379
1977-09-22,27.1,16,29.5,4.7,6,12.8113879004
1977-09-23,16,10.8,0,5.5,4,9.3364036006
1977-09-24,19.6,6.4,0,9.4,3,17.3330542181
1977-09-25,26,12.5,0,9.1,7,17.5842579024
1977-09-27,23.6,15.1,12,2.4,6,8.7921289512
1977-09-28,21.4,13.3,0,4.7,7,10.8436257065
1977-09-29,16.9,6.8,0,10.6,3,19.1333472891
1977-09-30,20,11.1,0,11.7,3,21.4360477287
1977-10-01,21,14.3,0,8.8,5,16.0351685158
1977-10-02,21.9,17,0,1,8,12.8532551811
1977-10-03,20.2,13.3,8.4,0,8,2.3027004396
1977-10-04,17.5,11.1,0,1.2,6,3.4749842998
1977-10-05,23.7,9.6,0,10.4,2,20.0962947457
1977-10-06,29.7,18.1,0,7.8,7,18.4634707976
1977-10-07,31.5,20.8,8,4.9,6,11.3041657944
1977-10-08,21.5,12.6,0,8.4,5,17.5842579024
1977-10-09,18.7,12.1,0,4.5,8,13.1463261461
1977-10-10,16.8,10.6,0,4.6,7,23.3200753611
1977-10-11,15,4.2,0,12.3,2,15.9933012351
1977-10-12,16.2,3.7,0,11.9,1,25.2041029935
1977-10-13,21.7,12.8,0,12.1,1,25.6646430814
1977-10-14,26.8,18.6,27.8,6.6,6,13.6487335148
1977-10-15,21.7,11.4,0.2,8.8,5,17.2493196567
1977-10-16,21.9,8,0,12.7,0,24.6179610634
1977-10-17,24.2,11.8,0,12.4,0,26.6694578187
1977-10-18,26.8,14.5,0,12.3,3,24.4086246598
1977-10-19,26.3,15.7,0,10.5,1,25.6646430814
1977-10-20,29.5,18.9,0,12.3,1,26.5438559766
1977-10-21,33.2,20.6,0,12.1,3,23.9480845719
1977-10-22,27.4,20.4,0,3.2,6,14.360477287
1977-10-23,21.4,18.6,10.3,0,8,19.8869583421
1977-10-24,21,18.3,33.8,0,8,19.3426836927
1977-10-26,23.5,15.4,0,4,7,14.3186100063
1977-10-27,23.5,13.6,0,8.8,4,23.2363407997
1977-10-28,25.6,14.9,0,12,2,26.4601214151
1977-10-29,26.5,18.8,0,9.5,7,23.8224827297
1977-10-30,31.3,19,0,11.9,6,24.2830228177
1977-10-31,27.2,17.8,14.7,6.7,6,15.1978229014
1977-11-01,24.8,14.1,0,10.2,5,24.7854301863
1977-11-02,25.6,15.2,0,13.1,3,29.1814946619
1977-11-03,19,9.7,0,10,3,21.7291186937
1977-11-04,21.6,10.7,0,10.5,1,23.9480845719
1977-11-05,22.7,16.2,5.3,4.9,6,12.6020514968
1977-11-06,25.5,16.7,0,9.9,5,23.5712790454
1977-11-07,27.6,18.5,38.8,11.5,2,30.060707557
1977-11-08,25.2,15.6,0.2,5.8,4,17.207452376
1977-11-09,20.4,10.3,0,12.1,1,30.1863093992
1977-11-10,23.6,11.7,0,11,4,25.9577140465
1977-11-11,26.5,13,0,12.5,0,28.3022817668
1977-11-12,20.2,8.4,0,12.4,2,33.5356918568
1977-11-13,24,11.5,0,12.6,0,34.2055683483
1977-11-14,29.5,15.5,0,12.4,0,32.5308771195
1977-11-15,30.5,17.2,0,12.4,1,30.4375130835
1977-11-16,31.5,19.1,2.5,12.6,2,26.4601214151
1977-11-17,33.8,20,0,11.1,4,28.6372200126
1977-11-18,31.7,23.4,49,3.2,8,16.3701067616
1977-11-19,23.5,17.1,0,3.6,6,9.9644128114
1977-11-20,28.2,13.5,5.7,12.7,1,28.7628218547
1977-11-21,26.4,18.6,0,7.3,5,20.9755076408
1977-11-22,25.6,11.2,0,12.4,1,30.4375130835
1977-11-23,24.5,18,0,10.2,3,24.0736864141
1977-11-24,24.5,16.2,0,5.2,3,20.3056311493
1977-11-25,26.3,17.8,0,9.4,4,28.8884236969
1977-11-26,31,14.6,19.2,5.2,6,12.7695206196
1977-11-27,24,11.5,0,11,3,28.4697508897
1977-11-28,28.8,15.2,0,12.3,1,31.107389575
1977-11-29,31.4,18.1,0,12,2,30.8561858907
1977-11-30,30.7,21.7,0,12.6,0,31.6935315051
1977-12-01,32.6,20.4,0,10.6,5,23.8224827297
1977-12-02,30.3,22.6,0,10,4,23.9480845719
1977-12-03,29.4,23.5,0,9,5,25.873979485
1977-12-04,33,24.7,12.7,11.4,4,26.7950596609
1977-12-05,29.8,18.6,0,8.9,4,34.3311701905
1977-12-06,27.4,15.6,0,11.9,3,35.7127904543
1977-12-07,25.5,15,0,12.5,0,35.6709231735
1977-12-08,27.5,14.6,0,12.6,0,32.7402135231
1977-12-10,32.3,18.7,0,12,1,29.014025539
1977-12-11,32.2,23,0,9.6,4,28.1766799246
1977-12-12,29.3,21,0,9.4,5,28.5116181704
1977-12-13,25.5,18.7,0,12.3,4,22.9014025539
1977-12-14,28,19.9,0,7.3,5,21.5616495709
1977-12-15,29.4,21.8,0,8.6,5,21.2267113251
1977-12-19,27.8,16.2,0.2,0,8,15.1978229014
1977-12-20,20,13.4,0.5,1.9,7,25.6646430814
1977-12-21,23,12,0,9.8,3,33.9124973833
1977-12-22,24.6,17.6,0,10.6,2,22.4827297467
1977-12-23,24.5,17.7,0.5,7.3,4,25.6646430814
1977-12-26,29.3,21.8,0,2.7,6,6.9499685995
1977-12-27,31.3,21.8,12.4,4.5,6,23.6131463261
1977-12-30,24.5,20.2,2.1,1.3,7,24.1992882562
1978-01-01,25.2,11.6,0,12.1,2,37.3874816831
1978-01-02,26.2,15.5,0,11,1,28.9302909776
1978-01-03,28.9,20.2,0,12.4,1,33.8706301026
1978-01-04,31.4,20.8,0,11.8,2,27.1718651874
1978-01-05,29.1,18.8,0,11.2,5,30.1863093992
1978-01-06,32,19,10.8,10.8,2,30.8561858907
1978-01-07,29.5,20,0,7.7,7,19.1752145698
1978-01-08,30,18.5,0,9.9,2,29.9769729956
1978-01-09,28.1,20.4,0,10.9,2,27.967343521
1978-01-10,31,21.9,0,10.1,3,28.720954574
1978-01-11,32.3,21.3,0,11.4,1,30.1025748378
1978-01-12,27.3,19.4,0,10.4,4,29.6001674691
1978-01-13,24,19.4,9.6,0,7,6.5731630731
1978-01-14,27.4,15.5,0,7.6,3,25.2041029935
1978-01-15,32.9,17,0,12.5,1,33.6194264183
1978-01-16,33.1,17.3,0,12.1,1,31.4423278208
1978-01-17,34.5,20.6,0,12.3,0,31.4841951015
1978-01-18,35.8,22.3,0,12,0,30.3956458028
1978-01-19,30.1,19,12.5,7,6,21.6453841323
1978-01-20,25.4,14.9,0,12,5,28.3860163282
1978-01-21,26.4,18.3,8.5,12.4,1,35.5871886121
1978-01-22,23.5,19.5,40.3,0,8,5.5683483358
1978-01-23,24,19.5,1.6,0.8,7,6.5731630731
1978-01-24,25.5,17.1,0,10.3,6,25.2459702742
1978-01-26,24.5,16,0,12.4,1,33.7031609797
1978-01-27,30,18.8,59.7,9.5,5,23.2782080804
1978-01-28,28.5,20,1.1,7.4,6,14.8210173749
1978-01-29,28,18.4,20.1,9,3,21.0173749215
1978-01-30,28.2,19.8,8.3,4.6,7,12.8113879004
1978-01-31,23.9,17.2,0,4.9,7,15.5327611472
1978-02-01,22,14.4,0,2.6,4,7.7454469332
1978-02-02,30.6,13.8,0,12,1,29.3489637848
1978-02-03,24.8,15,0,11.9,1,32.4471425581
1978-02-05,28.2,14.8,0,12.1,1,27.4230688717
1978-02-06,23.6,17.7,0,12.9,0,35.754657735
1978-02-07,26.8,19.3,0,12.9,0,31.1911241365
1978-02-08,29.3,20.8,0,11.5,1,24.6598283441
1978-02-09,29.3,21.5,0,11.1,3,22.5245970274
1978-02-10,28.5,20.4,0,10.6,3,22.1896587817
1978-02-12,26,21,0.3,2.7,8,13.3556625497
1978-02-14,23.6,19,43.3,17.1,8,6.3219593887
1978-02-15,27.1,19.2,1.6,4.5,6,11.4297676366
1978-02-16,26.8,18.9,0,3.7,4,10.0900146535
1978-02-17,24.6,15.3,0.2,8.3,5,16.8306468495
1978-02-18,22.3,15,35,0,6,7.9547833368
1978-02-19,21.4,16.4,13.5,0.7,8,7.033703161
1978-02-20,24.5,18,0,6.2,5,24.7016956249
1978-02-21,25.9,15.7,0,12.5,0,28.3022817668
1978-02-22,27.5,15.9,0,12.5,1,28.3441490475
1978-02-23,31.2,18,0,12.6,0,23.9062172912
1978-02-24,31,21,0,12.6,1,32.2378061545
1978-02-25,31.6,23,0,12.5,1,27.381201591
1978-02-26,32,22.6,0,11.6,0,27.2974670295
1978-02-27,31.4,21.4,22.4,5.4,6,15.1978229014
1978-02-28,27.5,19.4,0,6.3,5,18.0866652711
1978-03-01,31,16.4,0,12.8,1,24.1574209755
1978-03-02,33.6,18.6,13,12.5,1,23.5294117647
1978-03-03,29.7,16.7,0,8.7,3,21.5616495709
1978-03-06,23.8,11.3,0,12.2,0,28.720954574
1978-03-07,27.8,11,0,12,0,25.4134393971
1978-03-08,28.7,16.1,0,11.7,0,24.3667573791
1978-03-09,26.4,17.7,0,12,0,24.9947665899
1978-03-10,26,19.5,0,12,0,24.827297467
1978-03-11,27.9,20.4,0,11.4,1,23.3200753611
1978-03-12,29.3,19.2,0.1,11.5,1,22.9432698346
1978-03-13,25.5,19.5,0,2.7,7,9.4620054427
1978-03-14,25.7,21.1,10.7,0.8,7,7.5779778103
1978-03-15,28,20.4,17.7,2.1,8,7.2849068453
1978-03-16,24.6,19.6,2.3,0,7,4.4797990371
1978-03-17,22.4,20.6,19.6,0,8,2.386435001
1978-03-18,22.4,18.2,44.2,0,8,2.2608331589
1978-03-19,24.3,16.3,0,4.3,5,15.3234247436
1978-03-20,23.9,13.9,0.3,4.8,7,14.4442118484
1978-03-21,23.3,18,0,7.1,6,16.5375758844
1978-03-22,24,20,0.8,1.5,7,9.8806782499
1978-03-23,25,19.9,2.1,0.7,6,6.7406321959
1978-03-24,22.7,19,49.9,0.6,6,1.5909566674
1978-03-26,26.2,20.1,0.5,6,7,9.0014653548
1978-03-27,25.2,15.1,0,9.9,1,16.453841323
1978-03-28,28.7,15.3,0,10.9,2,17.1237178145
1978-03-29,28.3,15.6,0,10.8,0,18.5053380783
1978-03-30,31,18.8,5.6,10.5,2,18.8402763241
1978-03-31,21.5,12.2,0,10.5,2,18.4216035169
1978-04-02,22.8,11.3,0,10.7,0,21.0173749215
1978-04-04,27,14.6,1,10,1,19.0914800084
1978-04-05,21.4,15.1,7.8,1.6,7,4.6054008792
1978-04-07,18.2,7,0,10.3,0,20.0544274649
1978-04-09,21.1,14.2,0,3.6,6,8.8339962319
1978-04-10,25,12.2,0,10.1,2,16.453841323
1978-04-11,27,14,0,10.4,1,17.8354615868
1978-04-12,23.8,15.6,0,9.8,1,15.4490265857
1978-04-13,23.7,12.6,0,10.3,1,17.8354615868
1978-04-14,27.6,15.1,0,9,3,14.1930081641
1978-04-16,26.2,13.4,0,8.8,1,12.8113879004
1978-04-17,27,16.9,0.3,10.3,1,15.3652920243
1978-04-18,22.2,16.2,12,0,4,2.2608331589
1978-04-19,22.3,12.6,0,10.3,1,17.207452376
1978-04-20,23.9,9.3,0,8,4,13.8162026376
1978-04-21,20.8,12.8,0,10,0,15.2396901821
1978-04-22,19.9,7.5,0,10.2,1,13.606866234
1978-04-23,18.2,6.4,0,6.1,4,11.8903077245
1978-04-24,20.3,8,0,9,4,13.2719279883
1978-04-25,17,11.8,2.6,1.6,8,3.8517898263
1978-04-26,23.3,9.5,0,10,0,13.6487335148
1978-04-27,23.4,13.4,0,7.2,3,11.6809713209
1978-04-28,22.6,13.2,0,5.3,4,10.0900146535
1978-04-29,22.7,14.8,0,6.6,6,9.9225455307
1978-04-30,22.6,11.7,0,9.3,2,10.5924220222
1978-05-01,23,13.6,0,5.5,7,6.280092108
1978-05-02,22,16,0,2.3,8,8.4571907055
1978-05-03,25.7,15.3,0,8.3,2,11.8903077245
1978-05-04,21,7.3,0,8.3,3,12.560184216
1978-05-05,19.1,13.2,0,0.7,8,5.0240736864
1978-05-06,23.5,11.6,0,8.1,2,12.1833786896
1978-05-07,27.5,13.2,0,7,4,11.8484404438
1978-05-08,26.3,14.5,0,8.3,2,11.5553694788
1978-05-09,28.5,18.6,0,8.9,2,12.3089805317
1978-05-10,28,17.6,0,8.7,0,16.453841323
1978-05-11,20.7,17.6,0,5.1,8,9.6713418463
1978-05-12,21,14.3,6.6,0.2,6,3.3493824576
1978-05-13,26.3,15.2,3.3,4.5,8,9.420138162
1978-05-14,18.6,11.4,0,0.3,7,5.4427464936
1978-05-15,19.2,9.6,0,8.5,3,12.267113251
1978-05-16,15.2,8.1,0,5.5,4,9.3364036006
1978-05-17,15.7,4.5,0,5.3,6,9.5038727235
1978-05-18,16.3,6.6,0,7.8,6,11.3879003559
